CustomerID,CustomerName,Age,Gender,City,ProductCategory,Price,Quantity,OrderDate,PaymentMode,Rating,SignupChannel
CUST1210,Aryan Kulkarni,39.0,,Mumbai ,Grocery,19793.88,3.0,10-02-2025,credit card,1.0,Website
CUST1125,Nikhil Chopra,,female,Mumbai,Books,14039.21,3.0,2025-06-18,Debit Card,4.0,App
CUST1032,Tanya Nair,44.0,Female,Mumbai ,Beauty,19592.3,2.0,09-12-2025,Cash on Delivery,5.0,App
CUST1284,Ishaan Sharma,,F,,Electronics,4674.73,1.0,2025-11-10,Debit Card,,App
CUST1143,Aman Menon,63.0,Female,Mumbai ,Toys,8885.94,1.0,30-06-2025,UPI ,5.0,
CUST1433,Aman Kapoor,34.0,M,Ahmedabad,Electronics,19431.56,2.0,14-07-2025,UPI,1.0,App
CUST1374,Aditya Rao,41.0,Male,bangalore,Home & Kitchen,13019.45,,04/07/2025,COD,,Website
CUST1358,Diya Nair,52.0,Male,bangalore,Clothing,5387.92,3.0,20-04-2025,UPI ,2.0,App
CUST1132,Aryan Joshi,19.0,Male,Kolkata,Beauty,6009.09,1.0,2025-07-11,Credit Card,5.0,Website
CUST1398,Priya Desai,52.0,female,,Books,6319.2,1.0,24-07-2025,credit card,2.0,App
CUST1588,Aditya Iyer,55.0,male,Hyderabad,Home & Kitchen,24111.96,1.0,2025-10-03,Debit Card,4.0,App
CUST1318,Ananya Menon,45.0,F,Kolkata,Toys,9675.41,1.0,2025-10-01,credit card,1.0,Referral
CUST1360,Ishaan Rao,53.0,male,,Home & Kitchen,22788.02,2.0,18/07/2025,UPI ,4.0,Referral
CUST1429,Yash Gupta,33.0,F,Mumbai,Beauty,23281.59,,2025-11-17,Credit Card,5.0,
CUST1487,Kavya Mehta,40.0,Female,Chennai,Electronics,8577.94,2.0,17-11-2025,UPI,4.0,App
CUST1416,Sara Rao,53.0,Female,Mumbai ,Grocery,14832.15,2.0,20-11-2025,UPI ,6.0,
CUST1156,Rahul Sharma,49.0,M,bangalore,Books,12151.18,,17/12/2025,Net Banking,,Website
CUST1273,Aman Reddy,23.0,Male,Bengaluru,Toys,1408.35,2.0,10-08-2025,UPI ,,Website
CUST1458,Vikram Bhat,53.0,Male,Hyderabad,Books,8439.21,2.0,2025-03-22,credit card,5.0,Referral
CUST1377,Tanya Pillai,56.0,male,Delhi,Toys,4265.3,1.0,21-09-2025,Net Banking,4.0,App
CUST1366,Rahul Kulkarni,22.0,female,Mumbai,Books,2590.33,3.0,25/10/2025,credit card,5.0,App
CUST1054,Pooja Malhotra,60.0,Male,Jaipur,Beauty,464.41,2.0,2025-09-08,UPI ,5.0,
CUST1538,Sanjay Kulkarni,26.0,,delhi,Home & Kitchen,19141.06,2.0,30/03/2025,Debit Card,2.0,Referral
CUST1452,Neha Malhotra,41.0,Female,Pune,Beauty,14907.85,1.0,2025-06-06,credit card,,App
CUST1493,Pooja Mehta,46.0,M,Delhi,Grocery,6949.88,1.0,15-11-2025,Debit Card,4.0,App
CUST1178,Aman Rao,30.0,M,Delhi,Toys,16259.89,3.0,2025-04-06,credit card,5.0,App
CUST1285,Arjun Gupta,33.0,M,Delhi,Clothing,20568.3,3.0,24-11-2025,credit card,,Website
CUST1135,NEHA MENON,47.0,Male,,Toys,14978.97,1.0,20-11-2025,Cash on Delivery,3.0,Referral
CUST1451,Sanjay Patel,,female,Jaipur,Home & Kitchen,6171.53,1.0,09/08/2025,Debit Card,2.0,
CUST1311,Aarav Pillai,36.0,F,Kolkata,Sports,18457.79,2.0,29-12-2025,Cash on Delivery,5.0,
CUST1104,Simran Iyer,38.0,M,bangalore,Books,9451.38,1.0,18/12/2025,Debit Card,2.0,Website
CUST1361,Aarav Chopra,61.0,male,Bengaluru,Clothing,18935.62,2.0,24-01-2025,Debit Card,5.0,App
CUST1109,Simran Sharma,23.0,Female,Kolkata,Sports,11423.1,1.0,09/07/2025,credit card,2.0,Website
CUST1195,Sara Verma,53.0,F,Jaipur,Grocery,9802.21,1.0,15/04/2025,Debit Card,,Referral
CUST1492,Diya Desai,60.0,Male,Lucknow,Books,16025.44,1.0,2025-06-14,Cash on Delivery,5.0,Referral
CUST1271,Karan Bhat,53.0,Female,Mumbai,Toys,2682.4,,2025-03-13,Credit Card,1.0,App
CUST1133,Dev Mehta,27.0,Male,Chennai,Toys,17447.39,1.0,28/12/2025,COD,1.0,Website
CUST1047,Aarav Joshi,37.0,,,Sports,13524.78,3.0,07-10-2025,Cash on Delivery,,App
CUST1391,Neha Gupta,22.0,Female,Pune,Clothing,15284.37,3.0,16/07/2025,Net Banking,1.0,App
CUST1411,Ananya Nair,58.0,F,bangalore,Sports,21245.18,1.0,2025-02-10,credit card,4.0,Referral
CUST1108,Ishaan Rao,62.0,M,Pune,Electronics,4657.93,1.0,17-10-2025,UPI ,2.0,App
CUST1015,Neha Patel,52.0,female,Chennai,Sports,24879.46,3.0,11/07/2025,COD,2.0,App
CUST1215,Aarav Kapoor,44.0,,Mumbai,Home & Kitchen,14363.22,1.0,17/12/2025,UPI,3.0,Referral
CUST1561,NIKHIL REDDY,49.0,,Hyderabad,Electronics,7435.26,3.0,2025-10-05,COD,5.0,Website
CUST1062,Sneha Sharma,63.0,Female,Chennai,Electronics,24361.23,2.0,30-05-2025,UPI,,Website
CUST1357,SNEHA SHARMA,51.0,male,delhi,Toys,12247.1,1.0,2025-11-30,credit card,6.0,Website
CUST1537,Diya Pillai,,Female,Mumbai,Home & Kitchen,10741.35,,14/12/2025,credit card,2.0,
CUST1476,Kavya Pillai,47.0,F,Mumbai,Electronics,6231.12,2.0,23-05-2025,Cash on Delivery,1.0,App
CUST1160,Aman Pillai,37.0,Male,Mumbai,Sports,12710.29,1.0,21-04-2025,credit card,1.0,Website
CUST1138,Priya Singh,64.0,,Lucknow,Beauty,3465.23,1.0,07/10/2025,UPI,,
CUST1455,Kabir Kulkarni,51.0,male,Ahmedabad,Grocery,17422.52,3.0,10/01/2025,Credit Card,5.0,App
CUST1074,Rohan Kulkarni,26.0,F,Mumbai ,Toys,3167.44,3.0,2025-11-08,UPI,5.0,App
CUST1510,Anjali Sharma,54.0,,Mumbai ,Home & Kitchen,17846.43,1.0,30-07-2025,credit card,1.0,Website
CUST1176,Sanjay Singh,52.0,Female,Kolkata,Grocery,23357.98,1.0,23/07/2025,UPI,5.0,Website
CUST1304,Vivaan Joshi,63.0,M,Pune,Toys,12702.39,3.0,05-03-2025,Credit Card,4.0,Referral
CUST1068,Pooja Singh,59.0,M,,Grocery,1924.53,1.0,07-06-2025,Net Banking,,Website
CUST1189,Simran Singh,18.0,M,Ahmedabad,Sports,13368.55,,2025-04-28,COD,5.0,App
CUST1112,Karan Menon,21.0,Female,Chennai,Home & Kitchen,19218.64,,11/05/2025,credit card,2.0,Website
CUST1124,Kavya Chopra,36.0,female,,Grocery,8434.05,2.0,2025-12-06,credit card,5.0,
CUST1269,Pooja Joshi,31.0,M,Ahmedabad,Books,21334.18,1.0,22-03-2025,Net Banking,1.0,App
CUST1478,Diya Malhotra,29.0,female,Chennai,Grocery,24162.39,3.0,24/10/2025,Credit Card,2.0,Referral
CUST1236,Diya Bose,25.0,,Jaipur,Beauty,13619.78,,22-01-2025,COD,6.0,App
CUST1324,Rohan Pillai,62.0,Female,Mumbai ,Electronics,7632.74,3.0,21-02-2025,Net Banking,3.0,Website
CUST1272,Ananya Patel,43.0,female,bangalore,Clothing,14620.75,1.0,2025-02-08,Debit Card,4.0,
CUST1474,Ishaan Verma,44.0,M,Mumbai ,Toys,7326.2,1.0,2025-03-02,Cash on Delivery,1.0,App
CUST1103,Neha Iyer,62.0,,bangalore,Home & Kitchen,10837.24,1.0,31/07/2025,COD,4.0,Website
CUST1233,Riya Kapoor,26.0,M,,Toys,15542.34,,2025-07-03,COD,3.0,App
CUST1371,Kabir Verma,53.0,male,Jaipur,Toys,16399.62,1.0,07/07/2025,Cash on Delivery,5.0,App
CUST1513,Yash Sharma,48.0,male,Ahmedabad,Beauty,10612.25,,31/05/2025,UPI,1.0,
CUST1335,Aryan Menon,21.0,female,Delhi,Toys,21319.0,,2025-03-26,COD,5.0,App
CUST1439,DIYA IYER,64.0,male,Kolkata,Home & Kitchen,4949.02,3.0,08-05-2025,UPI,6.0,
CUST1092,Kavya Rao,55.0,,bangalore,Beauty,2842.4,1.0,2025-08-30,credit card,4.0,
CUST1117,Diya Desai,50.0,,Pune,Beauty,18225.37,,2025-11-27,Cash on Delivery,2.0,App
CUST1316,Ritika Reddy,26.0,M,Kolkata,Toys,3709.12,,2025-04-03,COD,5.0,
CUST1107,Ritika Iyer,40.0,M,Mumbai,Books,14416.39,,08-08-2025,Credit Card,5.0,Website
CUST1207,Karan Kulkarni,48.0,female,Bengaluru,Grocery,2204.75,,11-08-2025,credit card,2.0,App
CUST1028,Pooja Reddy,35.0,male,Hyderabad,Beauty,5209.39,3.0,16-05-2025,COD,5.0,Website
CUST1347,Simran Kulkarni,36.0,,Bengaluru,Clothing,778.01,1.0,28-01-2025,Credit Card,4.0,Referral
CUST1137,Pooja Desai,50.0,Male,Kolkata,Toys,1231.83,2.0,11/07/2025,Credit Card,5.0,Website
CUST1044,Yash Singh,58.0,,delhi,Toys,15724.7,1.0,2025-08-14,Net Banking,4.0,Referral
CUST1193,Rohan Verma,,female,Delhi,Sports,13962.89,1.0,26-06-2025,UPI ,6.0,Referral
CUST1393,Vivaan Joshi,33.0,Female,Mumbai,Books,19524.87,1.0,09/12/2025,UPI ,4.0,App
CUST1325,Dev Iyer,,Male,Chennai,Clothing,19651.29,2.0,12-04-2025,Cash on Delivery,5.0,App
CUST1230,Rahul Mehta,56.0,male,Kolkata,Clothing,8795.93,,23-08-2025,UPI,5.0,App
CUST1551,Meera Bose,,Male,Kolkata,Electronics,1145.46,2.0,2025-09-16,UPI ,6.0,Website
CUST1292,Aarav Patel,28.0,Male,Ahmedabad,Clothing,7812.58,2.0,30/08/2025,Net Banking,2.0,
CUST1383,Kavya Malhotra,,Male,Delhi,Toys,22554.96,2.0,20-01-2025,Debit Card,2.0,Website
CUST1225,Riya Iyer,36.0,Male,Mumbai,Grocery,8805.97,1.0,2025-08-22,COD,5.0,Website
CUST1473,Nikhil Chopra,64.0,male,Delhi,Sports,13826.1,1.0,29/03/2025,UPI,3.0,App
CUST1122,Tanya Mehta,63.0,male,bangalore,Grocery,1122.68,3.0,13/08/2025,UPI,5.0,Referral
CUST1205,Sara Iyer,51.0,Female,Hyderabad,Books,20408.08,1.0,2025-07-23,credit card,4.0,Website
CUST1029,Aditya Malhotra,35.0,Male,Pune,Grocery,15982.27,1.0,24-03-2025,COD,6.0,
CUST1130,Vikram Malhotra,28.0,,Lucknow,Grocery,21844.1,1.0,25/11/2025,credit card,6.0,Website
CUST1252,Anjali Desai,30.0,M,bangalore,Electronics,19627.47,,03/05/2025,UPI ,2.0,App
CUST1519,Riya Kapoor,48.0,Female,Kolkata,Sports,11943.55,1.0,29/09/2025,Credit Card,5.0,Website
CUST1265,Aarav Chopra,65.0,Male,Hyderabad,Home & Kitchen,10582.42,1.0,14-03-2025,Net Banking,2.0,Website
CUST1041,Riya Menon,22.0,F,bangalore,Home & Kitchen,18000.9,2.0,11/09/2025,Cash on Delivery,3.0,
CUST1480,Neha Desai,31.0,male,Bengaluru,Clothing,14348.47,3.0,2025-09-28,COD,5.0,Website
CUST1319,Yash Desai,30.0,female,Bengaluru,Home & Kitchen,5772.7,1.0,2025-06-09,Debit Card,4.0,App
CUST1017,Aryan Verma,39.0,male,Hyderabad,Books,16774.1,1.0,2025-10-04,COD,4.0,Website
CUST1009,Meera Kulkarni,52.0,female,Lucknow,Sports,22460.9,2.0,2025-07-05,UPI,6.0,Website
CUST1331,Aryan Nair,25.0,female,Mumbai ,Electronics,24541.99,,2025-03-23,UPI ,,App
CUST1294,Sanjay Verma,27.0,Male,bangalore,Beauty,20233.28,2.0,2025-10-29,Credit Card,4.0,App
CUST1322,Ananya Patel,64.0,male,Jaipur,Grocery,3210.58,3.0,2025-11-30,UPI ,5.0,App
CUST1340,Priya Kapoor,53.0,M,Mumbai ,Clothing,1287.59,1.0,2025-09-10,UPI ,2.0,Referral
CUST1171,Yash Kapoor,63.0,female,Mumbai ,Toys,8028.46,1.0,14-10-2025,Net Banking,5.0,Website
CUST1341,Anjali Patel,30.0,,Kolkata,Home & Kitchen,11507.59,,08-04-2025,credit card,2.0,Website
CUST1334,Vikram Menon,24.0,female,Mumbai ,Home & Kitchen,12125.95,3.0,13-12-2025,UPI ,3.0,App
CUST1489,Vikram Kapoor,29.0,M,delhi,Electronics,19478.09,1.0,16-08-2025,Credit Card,,App
CUST1517,Tanya Desai,20.0,Male,Delhi,Grocery,20964.71,,31/07/2025,Cash on Delivery,,
CUST1186,Kavya Kapoor,64.0,F,Chennai,Electronics,18683.24,2.0,2025-02-07,UPI ,5.0,
CUST1080,Vikram Bose,39.0,,,Toys,2627.84,2.0,08-01-2025,UPI,4.0,
CUST1244,Aryan Verma,20.0,female,delhi,Toys,554.59,,22/03/2025,COD,1.0,Website
CUST1087,Sanjay Joshi,54.0,female,Chennai,Electronics,24451.92,3.0,22/07/2025,Credit Card,1.0,App
CUST1452,Neha Malhotra,41.0,Female,Pune,Beauty,14907.85,1.0,2025-06-06,credit card,,App
CUST1050,Arjun Chopra,35.0,M,,Clothing,11837.12,3.0,2025-10-04,credit card,4.0,
CUST1420,Ishaan Chopra,42.0,M,Mumbai,Sports,15689.28,2.0,10-11-2025,Net Banking,5.0,
CUST1135,Neha Menon,47.0,Male,,Toys,14978.97,1.0,20-11-2025,Cash on Delivery,3.0,Referral
CUST1158,Ananya Joshi,50.0,Male,Pune,Home & Kitchen,11741.84,1.0,2025-08-19,UPI,2.0,Website
CUST1355,Kavya Mehta,39.0,M,Hyderabad,Toys,24916.28,,2025-11-29,Debit Card,5.0,Website
CUST1058,Aditya Singh,64.0,F,Jaipur,Home & Kitchen,17311.64,3.0,31/12/2025,COD,1.0,Website
CUST1238,Tanya Bose,62.0,,Mumbai ,Sports,4274.64,1.0,2025-04-16,Credit Card,5.0,App
CUST1502,Pooja Iyer,46.0,M,Kolkata,Clothing,15016.74,3.0,02/11/2025,credit card,,
CUST1356,Meera Menon,57.0,Male,bangalore,Beauty,9627.11,,28/02/2025,Net Banking,6.0,
CUST1527,Anjali Chopra,29.0,Male,Delhi,Sports,5576.9,3.0,24/02/2025,Net Banking,2.0,Website
CUST1056,Ritika Singh,23.0,F,Hyderabad,Toys,14310.76,3.0,14/07/2025,Credit Card,,Referral
CUST1553,Rahul Gupta,19.0,female,Chennai,Grocery,17627.12,,20-10-2025,Credit Card,,Website
CUST1467,Ishaan Bhat,57.0,female,Pune,Toys,22206.53,2.0,2025-07-27,UPI ,5.0,Website
CUST1202,Vivaan Desai,20.0,,bangalore,Electronics,19143.82,2.0,12-03-2025,Cash on Delivery,2.0,
CUST1245,Kabir Reddy,59.0,Female,,Books,2469.5,1.0,2025-05-09,credit card,3.0,Website
CUST1240,Sara Verma,35.0,female,,Grocery,6354.48,3.0,2025-06-14,UPI ,,App
CUST1001,Rahul Iyer,19.0,Female,Hyderabad,Grocery,18451.31,3.0,2025-10-07,UPI ,1.0,Website
CUST1524,Ritika Menon,26.0,female,delhi,Grocery,22415.64,3.0,05/04/2025,Net Banking,,
CUST1127,Sneha Iyer,50.0,,Mumbai ,Electronics,16598.94,,2025-11-13,UPI ,3.0,App
CUST1026,Pooja Patel,50.0,Female,Pune,Clothing,21999.87,1.0,2025-05-26,COD,6.0,
CUST1350,Neha Mehta,53.0,Male,Mumbai ,Books,5196.72,,2025-08-15,credit card,6.0,
CUST1175,Sara Nair,44.0,F,bangalore,Home & Kitchen,18934.39,1.0,14/06/2025,Credit Card,2.0,
CUST1387,Tanya Mehta,44.0,Male,Delhi,Sports,16341.66,1.0,14-05-2025,UPI ,5.0,App
CUST1060,Aman Rao,37.0,Female,Mumbai,Home & Kitchen,7991.37,3.0,02-10-2025,UPI,4.0,App
CUST1534,Dev Bhat,19.0,M,Bengaluru,Beauty,19726.3,1.0,2025-07-27,Cash on Delivery,6.0,Website
CUST1154,Pooja Rao,26.0,male,Jaipur,Clothing,12638.94,1.0,31-10-2025,UPI,3.0,
CUST1289,Arjun Menon,57.0,female,Bengaluru,Sports,23569.69,1.0,07/11/2025,UPI,1.0,Website
CUST1394,Aarav Gupta,23.0,M,Mumbai ,Beauty,8784.76,,2025-05-22,Cash on Delivery,,Website
CUST1162,Vivaan Chopra,,male,Hyderabad,Beauty,13897.59,1.0,17-07-2025,COD,6.0,Referral
CUST1491,Vivaan Bhat,42.0,Male,Bengaluru,Books,23318.58,3.0,2025-11-01,credit card,,Website
CUST1566,Nikhil Verma,60.0,M,Delhi,Beauty,11293.46,1.0,01/10/2025,Debit Card,1.0,Website
CUST1533,Aman Patel,26.0,Female,Bengaluru,Home & Kitchen,12307.43,1.0,04-10-2025,Net Banking,,App
CUST1352,Neha Rao,53.0,Female,Delhi,Books,290.28,2.0,2025-12-30,Credit Card,3.0,Referral
CUST1231,Sanjay Gupta,61.0,M,Mumbai,Home & Kitchen,7738.69,1.0,11-07-2025,UPI,6.0,Website
CUST1115,Karan Sharma,38.0,,Lucknow,Toys,20825.84,1.0,15/02/2025,Debit Card,4.0,Website
CUST1297,Sara Gupta,23.0,male,Kolkata,Beauty,21437.11,2.0,2025-08-23,UPI ,2.0,Website
CUST1579,Vivaan Reddy,38.0,female,Delhi,Beauty,4208.22,1.0,04/07/2025,credit card,1.0,Referral
CUST1507,Kabir Nair,48.0,Female,Jaipur,Sports,21106.69,1.0,2025-08-02,Net Banking,3.0,App
CUST1587,Kavya Joshi,19.0,Female,,Books,23727.47,1.0,2025-06-30,Cash on Delivery,6.0,App
CUST1330,Aditya Joshi,39.0,Male,Kolkata,Sports,24063.4,1.0,17-07-2025,COD,4.0,
CUST1357,Sneha Sharma,51.0,male,delhi,Toys,12247.1,1.0,2025-11-30,credit card,6.0,Website
CUST1248,Meera Chopra,23.0,Male,Pune,Beauty,22042.58,1.0,2025-07-15,UPI,2.0,App
CUST1466,ISHAAN PATEL,32.0,F,delhi,Electronics,23147.06,2.0,24-04-2025,Cash on Delivery,4.0,Website
CUST1055,Aryan Bhat,63.0,F,Delhi,Books,15455.42,2.0,05/09/2025,UPI ,5.0,Referral
CUST1468,Anjali Bose,56.0,male,bangalore,Electronics,13088.13,2.0,2025-08-22,Cash on Delivery,6.0,App
CUST1460,Arjun Chopra,60.0,Male,Mumbai ,Sports,13089.84,3.0,10-11-2025,Cash on Delivery,4.0,App
CUST1386,Aryan Kulkarni,44.0,Female,Bengaluru,Electronics,14512.98,1.0,2025-09-24,UPI ,4.0,
CUST1307,Ritika Sharma,48.0,female,Delhi,Electronics,5710.69,2.0,06-06-2025,Net Banking,4.0,Website
CUST1211,Neha Singh,22.0,male,delhi,Sports,24227.68,1.0,16-01-2025,Net Banking,,Website
CUST1025,Kavya Mehta,33.0,F,Delhi,Books,11512.03,,2025-02-07,COD,2.0,Website
CUST1385,Tanya Chopra,,,Mumbai ,Clothing,10723.41,1.0,2025-09-02,Debit Card,5.0,App
CUST1526,Yash Verma,42.0,M,Bengaluru,Books,23896.8,1.0,02/04/2025,Debit Card,,App
CUST1494,Priya Kulkarni,38.0,Female,Mumbai ,Books,14415.96,1.0,06/02/2025,credit card,6.0,Website
CUST1019,Karan Mehta,24.0,Female,Hyderabad,Toys,3633.53,1.0,23/05/2025,Cash on Delivery,2.0,Website
CUST1388,Rohan Chopra,31.0,male,delhi,Toys,4591.18,2.0,12/10/2025,Net Banking,5.0,App
CUST1337,Ritika Pillai,46.0,Male,Ahmedabad,Electronics,2700.69,2.0,19-01-2025,Credit Card,2.0,App
CUST1088,Simran Pillai,36.0,male,delhi,Beauty,5592.26,1.0,14/11/2025,UPI,2.0,
CUST1594,Dev Malhotra,64.0,M,delhi,Books,18944.13,,26/11/2025,credit card,,
CUST1255,Neha Chopra,23.0,male,Lucknow,Grocery,7045.07,1.0,10-02-2025,Cash on Delivery,3.0,App
CUST1598,Aryan Iyer,42.0,M,,Sports,11147.52,1.0,2025-01-17,Net Banking,3.0,Website
CUST1346,Rahul Nair,50.0,female,bangalore,Beauty,17802.27,,30-06-2025,COD,4.0,
CUST1417,Rahul Kulkarni,37.0,F,Jaipur,Home & Kitchen,20146.99,2.0,07/06/2025,UPI ,5.0,App
CUST1169,Yash Menon,48.0,female,Delhi,Home & Kitchen,14088.04,3.0,02-09-2025,UPI ,5.0,App
CUST1219,Arjun Kapoor,65.0,male,delhi,Home & Kitchen,8248.27,1.0,21/07/2025,Debit Card,4.0,App
CUST1052,Nikhil Rao,41.0,male,Lucknow,Clothing,19478.13,1.0,2025-06-09,Credit Card,5.0,App
CUST1450,Rohan Gupta,43.0,F,delhi,Grocery,19086.52,2.0,2025-10-14,COD,4.0,
CUST1497,Aman Iyer,47.0,female,bangalore,Toys,11843.06,1.0,15-03-2025,Net Banking,5.0,Website
CUST1233,Riya Kapoor,26.0,M,,Toys,15542.34,,2025-07-03,COD,3.0,App
CUST1187,Aditya Kulkarni,21.0,F,Bengaluru,Books,10310.34,,11-03-2025,UPI ,5.0,Website
CUST1565,Dev Reddy,28.0,Male,Bengaluru,Beauty,14426.95,2.0,14/05/2025,UPI,4.0,App
CUST1194,Nikhil Malhotra,44.0,M,Kolkata,Grocery,18897.24,2.0,2025-05-04,Net Banking,3.0,Website
CUST1550,Ritika Patel,55.0,,Ahmedabad,Books,510.42,2.0,2025-05-07,credit card,4.0,App
CUST1031,Vivaan Kapoor,41.0,M,Hyderabad,Home & Kitchen,16723.3,1.0,14/10/2025,UPI,4.0,App
CUST1067,Vivaan Singh,36.0,female,,Toys,1918.82,1.0,16-05-2025,Cash on Delivery,4.0,Website
CUST1198,Pooja Mehta,36.0,F,Jaipur,Beauty,7814.29,1.0,20/09/2025,COD,2.0,
CUST1320,Sanjay Kapoor,28.0,,Bengaluru,Books,23719.31,2.0,24-09-2025,credit card,4.0,
CUST1072,Nikhil Pillai,36.0,,delhi,Electronics,11452.42,1.0,10/05/2025,Debit Card,4.0,App
CUST1379,Riya Pillai,,Female,bangalore,Sports,707.78,1.0,07-03-2025,UPI,3.0,
CUST1456,Vivaan Kapoor,,M,Bengaluru,Toys,16420.73,1.0,04/02/2025,Net Banking,5.0,Website
CUST1573,Aryan Malhotra,64.0,Female,,Clothing,3719.44,1.0,01-09-2025,credit card,2.0,App
CUST1323,Anjali Verma,56.0,female,Mumbai,Electronics,1348.64,1.0,02/08/2025,UPI ,2.0,App
